conv1,412766
conv1,414124
conv1,478896
layer_64_1_conv4,50688
layer_64_1_conv4,50688
layer_64_1_conv4,54560
layer_64_1_conv1,13056
layer_64_1_conv1,13056
layer_64_1_conv1,15552
layer_64_1_conv2,94160
layer_64_1_conv2,94896
layer_64_1_conv2,110511
layer_64_1_conv3,50688
layer_64_1_conv3,50688
layer_64_1_conv3,54560
layer_64_2_conv1,50688
layer_64_2_conv1,50688
layer_64_2_conv1,58496
layer_64_2_conv2,94160
layer_64_2_conv2,94896
layer_64_2_conv2,110511
layer_64_2_conv3,50688
layer_64_2_conv3,50688
layer_64_2_conv3,54560
layer_64_3_conv1,50688
layer_64_3_conv1,50688
layer_64_3_conv1,58496
layer_64_3_conv2,94160
layer_64_3_conv2,94896
layer_64_3_conv2,110511
layer_64_3_conv3,50688
layer_64_3_conv3,50688
layer_64_3_conv3,54560
layer_128_1_conv4,217452
layer_128_1_conv4,277504
layer_128_1_conv4,334208
layer_128_1_conv1,76448
layer_128_1_conv1,79104
layer_128_1_conv1,110720
layer_128_1_conv2,281227
layer_128_1_conv2,294048
layer_128_1_conv2,437103
layer_128_1_conv3,31323
layer_128_1_conv3,44096
layer_128_1_conv3,49891
layer_128_2_conv1,40000
layer_128_2_conv1,43902
layer_128_2_conv1,58496
layer_128_2_conv2,68307
layer_128_2_conv2,75680
layer_128_2_conv2,106776
layer_128_2_conv3,31323
layer_128_2_conv3,44096
layer_128_2_conv3,49891
layer_128_3_conv1,40000
layer_128_3_conv1,43902
layer_128_3_conv1,58496
layer_128_3_conv2,68307
layer_128_3_conv2,75680
layer_128_3_conv2,106776
layer_128_3_conv3,31323
layer_128_3_conv3,44096
layer_128_3_conv3,49891
layer_128_4_conv1,40000
layer_128_4_conv1,43902
layer_128_4_conv1,58496
layer_128_4_conv2,68307
layer_128_4_conv2,75680
layer_128_4_conv2,106776
layer_128_4_conv3,31323
layer_128_4_conv3,44096
layer_128_4_conv3,49891
layer_256_1_conv4,217452
layer_256_1_conv4,257236
layer_256_1_conv4,334208
layer_256_1_conv1,66144
layer_256_1_conv1,82088
layer_256_1_conv1,96222
layer_256_1_conv2,221861
layer_256_1_conv2,283040
layer_256_1_conv2,324745
layer_256_1_conv3,31189
layer_256_1_conv3,39221
layer_256_1_conv3,49692
layer_256_2_conv1,35313
layer_256_2_conv1,43902
layer_256_2_conv1,51241
layer_256_2_conv2,46859
layer_256_2_conv2,57600
layer_256_2_conv2,69630
layer_256_2_conv3,31189
layer_256_2_conv3,39221
layer_256_2_conv3,49692
layer_256_3_conv1,35313
layer_256_3_conv1,43902
layer_256_3_conv1,51241
layer_256_3_conv2,46859
layer_256_3_conv2,57600
layer_256_3_conv2,69630
layer_256_3_conv3,31189
layer_256_3_conv3,39221
layer_256_3_conv3,49692
layer_256_4_conv1,35313
layer_256_4_conv1,43902
layer_256_4_conv1,51241
layer_256_4_conv2,46859
layer_256_4_conv2,57600
layer_256_4_conv2,69630
layer_256_4_conv3,31189
layer_256_4_conv3,39221
layer_256_4_conv3,49692
layer_256_5_conv1,35313
layer_256_5_conv1,43902
layer_256_5_conv1,51241
layer_256_5_conv2,46859
layer_256_5_conv2,57600
layer_256_5_conv2,69630
layer_256_5_conv3,31189
layer_256_5_conv3,39221
layer_256_5_conv3,49692
layer_256_6_conv1,35313
layer_256_6_conv1,43902
layer_256_6_conv1,51241
layer_256_6_conv2,46859
layer_256_6_conv2,57600
layer_256_6_conv2,69630
layer_256_6_conv3,31189
layer_256_6_conv3,39221
layer_256_6_conv3,49692
layer_512_1_conv4,220210
layer_512_1_conv4,281097
layer_512_1_conv4,372451
layer_512_1_conv1,58971
layer_512_1_conv1,81660
layer_512_1_conv1,95965
layer_512_1_conv2,168449
layer_512_1_conv2,202752
layer_512_1_conv2,259299
layer_512_1_conv3,44067
layer_512_1_conv3,65988
layer_512_1_conv3,77436
layer_512_2_conv1,44379
layer_512_2_conv1,65988
layer_512_2_conv1,79008
layer_512_2_conv2,97346
layer_512_2_conv2,147578
layer_512_2_conv2,161695
layer_512_2_conv3,44067
layer_512_2_conv3,65988
layer_512_2_conv3,77436
layer_512_3_conv1,44379
layer_512_3_conv1,65988
layer_512_3_conv1,79008
layer_512_3_conv2,97346
layer_512_3_conv2,147578
layer_512_3_conv2,161695
layer_512_3_conv3,44067
layer_512_3_conv3,65988
layer_512_3_conv3,77436
fc1000,83635
fc1000,128013
fc1000,140859
